,enroll_id,session_num,video_num,courseware_num
50324,146791,1,3,0
50325,146792,5,23,12
50326,146796,1,1,0
50327,146798,1,0,0
50328,146805,1,0,0
50329,146808,2,193,146
50330,146810,1,8,3
50331,146818,1,22,16
50332,146821,1,2,0
50333,146823,1,0,0
50334,146827,4,83,62
50335,146829,1,30,21
50336,146833,1,28,15
50337,146838,2,0,0
50338,146839,1,4,3
50339,146844,1,189,77
50340,146852,1,0,27
50341,146856,1,48,6
50342,146858,1,2,0
50343,146864,2,54,30
50344,146869,5,444,439
50345,146870,1,4,0
50346,146871,1,11,4
50347,146873,1,7,0
50348,146875,5,57,103
50349,146876,1,7,0
50350,146877,1,2,0
50351,146881,1,121,27
50352,146882,1,318,67
50353,146885,2,9,10
50354,146888,2,38,1
50355,146897,1,6,6
50356,146899,1,2,0
50357,146900,2,208,139
50358,146903,1,18,6
50359,146906,4,131,93
50360,146912,1,0,0
50361,146913,1,3,0
50362,146924,1,37,16
50363,146926,1,8,3
50364,146933,1,15,9
50365,146939,1,3,0
50366,146941,1,1,1
50367,146943,1,2,0
50368,146953,1,0,0
50369,146954,1,1,0
50370,146958,4,670,321
50371,146961,2,13,28
50372,146963,15,41,36
50373,146969,1,13,7
50374,146973,1,10,6
50375,146977,2,2,0
50376,146980,1,0,0
50377,146989,1,13,2
50378,146990,1,2,0
50379,146995,1,88,30
50380,146999,1,129,53
50381,147003,2,88,78
50382,147005,1,0,0
50383,147007,1,2,0
50384,147008,1,1,0
50385,147011,1,9,9
50386,147017,1,2,0
50387,147018,4,346,209
50388,147020,1,4,0
50389,147023,1,2,0
50390,147030,7,418,165
50391,147031,1,3,0
50392,147040,2,41,26
50393,147045,1,2,0
50394,147047,1,1,2
50395,147049,4,9,16
50396,147051,1,2,0
50397,147055,2,2,12
50398,147063,1,180,24
50399,147065,2,31,10
50400,147074,1,10,4
50401,147076,1,5,0
50402,147077,1,0,0
50403,147088,2,2,11
50404,147089,1,32,7
50405,147101,3,59,30
50406,147103,1,66,27
50407,147104,1,4,0
50408,147108,1,7,3
50409,147114,1,2,0
50410,147116,1,7505,16
50411,147117,1,0,0
50412,147122,3,444,292
50413,147127,2,353,205
50414,147131,1,4,9
50415,147132,1,37,28
50416,147142,1,0,0
50417,147148,1,75,45
50418,147149,4,29,25
50419,147152,1,10,3
50420,147153,2,39,26
50421,147155,2,5,3
50422,147156,1,0,0
50423,147157,1,5,0
50424,147158,2,0,0
50425,147162,1,2,3
50426,147171,3,47,39
50427,147175,1,19,9
50428,147178,1,0,0
50429,147182,1,2,30
50430,147185,1,0,0
50431,147187,1,2,3
50432,147193,2,0,0
50433,147199,2,12,6
50434,147200,3,2,0
50435,147210,1,0,0
50436,147215,2,0,0
50437,147219,1,4,0
50438,147220,2,15,10
50439,147223,1,0,0
50440,147229,1,33,28
50441,147230,6,366,255
50442,147231,1,3,0
50443,147233,2,0,0
50444,147238,2,9,3
50445,147241,1,12,6
50446,147243,2,69,29
50447,147248,2,4,0
50448,147252,1,917,316
50449,147256,1,2,0
50450,147257,1,0,0
50451,147264,1,8,9
50452,147270,1,29,12
50453,147278,1,2,0
50454,147280,1,6,3
50455,147286,2,243,148
50456,147290,1,0,0
50457,147292,1,2,0
50458,147294,13,351,223
50459,147302,1,4,3
50460,147308,2,3,22
50461,147319,1,2,0
50462,147323,1,0,0
50463,147325,1,24,7
50464,147333,1,58,31
50465,147334,3,8,48
50466,147346,3,174,48
50467,147349,1,0,0
50468,147350,2,7,7
50469,147351,1,2,0
50470,147353,1,0,0
50471,147356,1,2,0
50472,147357,1,5,1
50473,147359,1,5,0
50474,147360,1,0,0
50475,147364,1,3,3
50476,147369,1,2,0
50477,147372,1,4,3
50478,147375,1,8,9
50479,147380,1,0,0
50480,147383,2,3,1
50481,147384,1,3,0
50482,147396,1,15,7
50483,147397,1,2,0
50484,147401,1,65,36
50485,147409,2,4,0
50486,147411,1,2,0
50487,147416,2,11,0
50488,147419,1,49,24
50489,147420,1,2,0
50490,147422,5,162,49
50491,147425,1,0,0
50492,147427,2,15,6
50493,147428,3,5,6
50494,147433,1,286,156
50495,147434,4,138,92
50496,147435,1,4,0
50497,147436,1,4,0
50498,147444,1,0,25
50499,147449,5,363,156
50500,147451,1,12,9
50501,147453,1,48,44
50502,147460,4,32,57
50503,147465,3,53,65
50504,147469,1,2,0
50505,147470,1,3,6
50506,147476,2,8,3
50507,147482,1,2,0
50508,147485,1,2,3
50509,147487,1,11,3
50510,147488,2,37,20
50511,147490,3,47,27
50512,147492,1,14,9
50513,147498,1,0,0
50514,147499,1,0,0
50515,147500,2,318,72
50516,147502,1,4,0
50517,147506,1,0,0
50518,147509,6,323,203
50519,147510,2,1985,5
50520,147511,3,147,45
50521,147512,1,2,0
50522,147513,7,1,4
50523,147514,1,17,14
50524,147519,2,4,1
50525,147530,1,0,0
50526,147531,1,91,21
50527,147536,1,0,0
50528,147539,2,104,51
50529,147544,1,27,15
50530,147551,1,2,6
50531,147554,3,10,58
50532,147559,5,51,65
50533,147564,1,0,0
50534,147569,1,2,0
50535,147570,1,5,9
50536,147573,5,9,6
50537,147577,6,939,385
50538,147581,4,161,63
50539,147582,2,42,24
50540,147583,1,3,0
50541,147597,1,2,0
50542,147609,1,3,0
50543,147613,2,1028,147
50544,147615,1,9,6
50545,147616,1,7,3
50546,147618,1,26,18
50547,147622,1,1,0
50548,147629,1,11,3
50549,147630,1,0,0
50550,147631,5,62,30
50551,147632,1,2,0
50552,147633,1,0,0
50553,147637,1,2,0
50554,147638,1,0,0
50555,147654,1,2,0
50556,147658,2,9,0
50557,147663,1,0,0
50558,147665,1,3,3
50559,147667,1,6,5
50560,147678,1,2,0
50561,147680,1,0,2
50562,147683,1,7,4
50563,147684,10,780,164
50564,147687,1,4,0
50565,147688,2,0,0
50566,147689,1,15,1
50567,147702,1,16,18
50568,147706,2,0,0
50569,147708,1,6,0
50570,147709,1,2,0
50571,147711,1,2,0
50572,147712,8,35,35
50573,147713,1,3,0
50574,147715,6,230,112
50575,147717,2,2,0
50576,147720,1,8,3
50577,147725,2,30,12
50578,147733,2,7,3
50579,147738,2,30,24
50580,147740,3,212,156
50581,147746,1,0,0
50582,147747,1,0,0
50583,147753,1,40,27
50584,147755,1,2,0
50585,147756,1,4,3
50586,147770,1,4,13
50587,147775,1,9,0
50588,147777,1,1,0
50589,147779,1,0,0
50590,147780,1,0,0
50591,147785,1,1,0
50592,147795,1,4,0
50593,147796,2,96,21
50594,147798,1,7,0
50595,147806,1,9,6
50596,147819,1,68,48
50597,147820,1,2,0
50598,147822,1,16,6
50599,147823,2,48,27
50600,147824,1,5,3
50601,147826,1,8,6
50602,147828,1,458,216
50603,147834,3,243,156
50604,149434,2,1,6
50605,149435,3,50,31
50606,149436,4,185,65
50607,149442,1,3,2
50608,149446,1,0,0
50609,149447,1,0,0
50610,149448,1,0,0
50611,149449,1,0,0
50612,149450,1,0,0
50613,149453,1,0,0
50614,149454,6,215,118
50615,149456,1,1,2
50616,149457,1,0,0
50617,149458,3,74,38
50618,149460,1,16,8
50619,149462,1,1,2
50620,149463,1,1,3
50621,149464,1,0,0
50622,149465,2,6,5
50623,149466,6,302,67
50624,149467,2,2,9
50625,149469,1,127,61
50626,149470,1,0,0
50627,149471,1,12,3
50628,149473,4,258,53
50629,149477,1,1,2
50630,149479,1,20,30
50631,149480,1,5,4
50632,149481,2,300,38
50633,149482,11,359,73
50634,149484,2,59,27
50635,149485,2,229,104
50636,149486,4,21,38
50637,149487,2,1,2
50638,149488,1,0,0
50639,149489,1,56,2
50640,149490,3,82,36
50641,149494,2,5,6
50642,149496,6,45,33
50643,149497,1,0,0
50644,149498,1,0,0
50645,149500,2,10,5
50646,149502,1,1,2
50647,149505,1,0,0
50648,149506,1,1,4
50649,149507,1,0,0
50650,149508,3,37,6
50651,149509,1,4,3
50652,149510,2,5,8
50653,149511,9,32,37
50654,149512,1,66,11
50655,149513,1,7,11
50656,149515,6,25,30
50657,149516,2,4,6
50658,149517,1,0,4
50659,149520,1,16,11
50660,149521,6,510,101
50661,149522,1,10,15
50662,149524,1,1,1
50663,149526,1,15,4
50664,149527,13,424,81
50665,149528,1,0,0
50666,149530,1,0,0
50667,149532,2,20,9
50668,149533,1,23,6
50669,149534,1,1,2
50670,149535,1,120,19
50671,149536,1,0,0
50672,149537,1,9,12
50673,149542,3,136,61
50674,149543,1,1,2
50675,149544,1,1,1
50676,149545,2,25,29
50677,149546,1,0,0
50678,149547,4,100,44
50679,149548,1,8,4
50680,149549,1,1,2
50681,149553,1,14,7
50682,149554,1,55,17
50683,149555,2,16,16
50684,149556,1,2,4
50685,149558,1,5,2
50686,149559,1,10,3
50687,149560,1,133,24
50688,149564,2,120,39
50689,149565,1,62,13
50690,149571,1,0,0
50691,149572,2,12,8
50692,149574,3,60,15
50693,149575,1,1,2
50694,149576,1,2,3
50695,149577,1,1,2
50696,149579,2,107,26
50697,149581,2,0,0
50698,149587,1,2,4
50699,149589,1,18,4
50700,149593,1,6,2
50701,149594,2,111,37
50702,149595,1,146,82
50703,149596,1,21,3
50704,149597,2,1,2
50705,149598,3,0,7
50706,149599,1,9,2
50707,149602,1,77,44
50708,149603,3,310,69
50709,149604,1,0,0
50710,149605,1,36,16
50711,149606,1,1,2
50712,149607,1,0,0
50713,149611,2,31,104
50714,149612,1,2,2
50715,149613,1,59,23
50716,149614,4,243,115
50717,149615,1,1,2
50718,149618,3,5,11
50719,149620,1,3,2
50720,149621,2,1,3
50721,149622,1,40,4
50722,149623,1,45,26
50723,149624,1,0,0
50724,149626,1,0,0
50725,149628,4,459,13
50726,149629,1,0,0
50727,149630,1,16,15
50728,149632,1,5,1
50729,149633,1,76,32
50730,149635,1,12,1
50731,149637,5,184,67
50732,149638,2,7,12
50733,149641,1,0,0
50734,149643,1,27,6
50735,149645,2,3,4
50736,149646,1,4,6
50737,149648,1,0,0
50738,149650,1,14,2
50739,149651,1,3,4
50740,149652,3,79,67
50741,149653,4,166,37
50742,149654,3,18,13
50743,149656,1,6,8
50744,149657,1,1,3
50745,149658,1,0,0
50746,149659,3,339,146
50747,149663,1,7,2
50748,149664,1,17,15
50749,149666,3,73,58
50750,149667,1,7,6
50751,149668,1,0,0
50752,149669,1,9,0
50753,149674,1,4,2
50754,149675,1,0,0
50755,149676,4,140,33
50756,149680,4,66,20
50757,149681,1,34,14
50758,149682,1,65,45
50759,149683,4,313,65
50760,149685,2,19,48
50761,149686,1,2,4
50762,149688,1,0,0
50763,149689,1,3,6
50764,149690,1,112,18
50765,149692,1,44,14
50766,149693,1,1,2
50767,149694,1,5,4
50768,149695,1,4,10
50769,149696,3,98,42
50770,149697,1,18,6
50771,149698,3,5,14
50772,149701,1,9,6
50773,149702,2,24,14
50774,149703,1,0,0
50775,149705,3,0,0
50776,149706,3,25,25
50777,149708,2,4,6
50778,149709,2,2,6
50779,149712,1,24,12
50780,149714,5,93,72
50781,149715,5,54,43
50782,149716,1,0,0
50783,149717,1,9,4
50784,149718,1,0,0
50785,149721,1,15,9
50786,149722,2,321,48
50787,149724,2,372,29
50788,149725,1,758,8
50789,149726,4,1,6
50790,149727,1,2,4
50791,149733,4,116,40
50792,149734,3,79,42
50793,149735,3,373,76
50794,149737,3,776,245
50795,149738,3,156,46
50796,149739,2,4,6
50797,149741,1,11,4
50798,149747,1,6,2
50799,149748,4,487,15
50800,149750,1,0,0
50801,149752,1,0,0
50802,149753,4,165,96
50803,149754,1,179,12
50804,149755,2,1,1
50805,149757,1,1,1
50806,149759,1,40,6
50807,149760,1,4,0
50808,149763,1,0,0
50809,149764,1,6,3
50810,149765,3,8,14
50811,149766,1,8,2
50812,149767,1,149,34
50813,149768,3,75,76
50814,149770,1,46,22
50815,149773,1,0,0
50816,149776,2,70,19
50817,149777,1,0,0
50818,149780,1,12,6
50819,149781,1,2,2
50820,149787,1,15,15
50821,149788,1,78,22
50822,149793,1,0,0
50823,149794,1,2,3
50824,149796,2,284,73
50825,149797,1,0,0
50826,149803,1,1,2
50827,149804,1,1,2
50828,149805,3,47,155
50829,149809,1,142,62
50830,149811,1,0,0
50831,149812,1,0,0
50832,149813,1,181,40
50833,149814,1,0,0
50834,149815,1,1,3
50835,149817,1,0,0
50836,149818,1,0,0
50837,149819,1,0,4
50838,149820,2,87,19
50839,149821,1,42,10
50840,149823,2,127,33
50841,149824,1,1,2
50842,149825,2,0,11
50843,149826,1,95,32
50844,149827,2,128,43
50845,149828,1,257,80
50846,149829,2,1,2
50847,149831,1,0,0
50848,149832,1,0,0
50849,149833,4,4,3
50850,149834,1,20,33
50851,149835,2,9,17
50852,149839,1,35,9
50853,149840,1,14,10
50854,149842,1,0,0
50855,149846,1,1,2
50856,149847,5,324,127
50857,149849,1,112,48
50858,149852,1,2,4
50859,149853,1,25,5
50860,149854,1,29,4
50861,149858,1,0,0
50862,149859,1,0,0
50863,149861,1,3,4
50864,149862,1,0,0
50865,149863,1,11,2
50866,149864,7,186,69
50867,149866,1,0,0
50868,149867,1,29,19
50869,149870,3,30,43
50870,149871,1,0,0
50871,149872,2,21,10
50872,149873,1,2,2
50873,149874,1,1,2
50874,149875,2,8,30
50875,149876,1,0,0
50876,149877,1,0,9
50877,149879,4,61,27
50878,149880,1,10,2
50879,149882,4,6,4
50880,149883,1,0,0
50881,149886,4,78,45
50882,149887,2,0,4
50883,149889,1,28,1
50884,149890,3,21,25
50885,149891,1,49,9
50886,149892,7,189,65
50887,149893,1,5,2
50888,149894,1,32,51
50889,149895,1,89,48
50890,149897,1,7,2
50891,149899,3,58,27
50892,149900,3,11,108
50893,149901,1,41,19
50894,149905,1,1,2
50895,149906,2,94,24
50896,149908,1,0,0
50897,149911,1,0,0
50898,149912,3,505,52
50899,149913,1,1,2
50900,149914,1,16,9
50901,149919,1,30,18
50902,149920,1,9,5
50903,149922,1,10,15
50904,149924,3,55,33
50905,149925,1,20,13
50906,149928,1,0,2
50907,149929,1,50,10
50908,149930,2,2,2
50909,149931,1,0,0
50910,149932,1,8,4
50911,149934,1,13,1
50912,149935,1,0,0
50913,149936,1,33,8
50914,149937,1,98,16
50915,149939,1,0,0
50916,149940,1,0,0
50917,149941,1,40,32
50918,149942,2,98,76
50919,149945,1,3,4
50920,149948,1,19,4
50921,149950,1,22,44
50922,149952,3,11,6
50923,149953,1,0,0
50924,149955,1,0,0
50925,149956,1,4,2
50926,149957,2,7,14
50927,149958,2,19,6
50928,149960,1,26,3
50929,149961,1,16,10
50930,149962,1,1,2
50931,149967,2,34,20
50932,149968,1,0,5
50933,149969,1,0,0
50934,149970,1,2,4
50935,149971,2,40,18
50936,149972,1,0,0
50937,149974,1,16,30
50938,149975,1,1,3
50939,149977,2,73,13
50940,149979,1,0,0
50941,149982,1,1,6
50942,149983,2,1,2
50943,149984,20,124,160
50944,149986,1,6,4
50945,149987,1,0,0
50946,149988,1,97,36
50947,149991,2,15,10
50948,149992,1,0,0
50949,149995,3,1231,142
50950,149996,1,1,4
50951,149997,1,29,7
50952,149998,1,0,0
50953,149999,5,34,50
50954,150001,1,33,8
50955,150003,2,163,37
50956,150005,1,9,8
50957,150008,1,0,0
50958,150010,2,224,102
50959,150011,1,0,0
50960,150012,1,0,0
50961,150014,2,6,6
50962,150015,1,0,0
50963,150017,3,29,22
50964,150018,3,61,29
50965,150019,1,0,0
50966,150021,1,5,6
50967,150022,2,44,11
50968,150024,2,90,27
50969,150025,2,1230,150
50970,150026,1,1,2
50971,150028,1,0,0
50972,150029,1,2,3
50973,150030,2,0,0
50974,150036,2,9,7
50975,150039,1,0,0
50976,150042,2,26,17
50977,150043,2,22,12
50978,150045,1,60,26
50979,150047,1,0,0
50980,150048,1,0,0
50981,150049,3,25,39
50982,150050,2,11,16
50983,150051,1,0,0
50984,150052,1,0,0
50985,150053,1,47,22
50986,150054,1,43,8
50987,150055,4,17,10
50988,150056,1,7,4
50989,150057,1,0,0
50990,150058,3,1,15
50991,150060,3,209,56
50992,150062,2,138,30
50993,150064,1,36,12
50994,150065,1,2,6
50995,150069,2,26,16
50996,150070,1,13,2
50997,150071,1,0,0
50998,150073,1,83,46
50999,150076,1,1,2
51000,150079,1,0,0
51001,150080,1,25,5
51002,150081,5,116,27
51003,150083,1,45,16
51004,150084,5,307,65
51005,150087,3,127,19
51006,150088,1,18,9
51007,150089,1,4,7
51008,150092,1,0,0
51009,150095,1,0,0
51010,150097,1,2,1
51011,150099,1,1,3
51012,150100,1,0,0
51013,150101,3,207,68
51014,150102,1,33,16
51015,150103,2,31,31
51016,150104,1,0,0
51017,150105,1,0,0
51018,150106,2,69,33
51019,150107,1,0,0
51020,150108,2,600,85
51021,150111,1,1,2
51022,150114,1,62,24
51023,150117,1,0,0
51024,150118,1,3,9
51025,150119,1,6,3
51026,150121,1,1,3
51027,150597,2,120,14
51028,150598,3,186,17
51029,150599,1,8,1
51030,150604,1,25,7
51031,150609,1,3,2
51032,150612,14,305,85
51033,150614,1,28,8
51034,150619,3,230,61
51035,150620,2,29,7
51036,150621,1,61,13
51037,150624,1,26,6
51038,150625,1,46,14
51039,150626,1,37,8
51040,150629,1,116,35
51041,150630,3,34,8
51042,150633,2,44,11
51043,150636,1,13,3
51044,150642,2,152,24
51045,150643,3,567,168
51046,150644,1,1,1
51047,150647,1,2,0
51048,150651,3,160,27
51049,150659,2,10,5
51050,150662,1,4,1
51051,150664,2,6,1
51052,150668,3,94,5
51053,150670,1,11,2
51054,150671,1,9,1
51055,150673,1,28,6
51056,150674,1,3,4
51057,150682,2,269,10
51058,150683,1,6,3
51059,150687,2,34,10
51060,150688,1,3,7
51061,150689,2,67,2
51062,150690,1,37,2
51063,150691,2,5,9
51064,150693,3,2,7
51065,150698,1,210,23
51066,150699,2,7,3
51067,150701,2,3,3
51068,150702,1,14,5
51069,150704,2,34,5
51070,150707,1,1,1
51071,150709,1,10,35
51072,150719,1,3,1
51073,150721,1,47,5
51074,150722,1,109,42
51075,150723,1,2,4
51076,150730,3,1,0
51077,150737,1,2,1
51078,150739,2,193,12
51079,150741,1,39,9
51080,150746,3,13780,43
51081,150748,2,367,52
51082,150751,1,6,3
51083,150756,1,17,1
51084,150757,1,5,2
51085,150759,1,37,9
51086,150762,16,494,19
51087,150765,3,679,96
51088,150766,8,190,8
51089,150767,1,12,3
51090,150775,1,37,8
51091,150777,1,11,3
51092,150779,4,178,26
51093,150782,1,154,9
51094,150784,3,53,11
51095,150789,1,40,3
51096,150791,1,4,1
51097,150793,1,50,5
51098,150802,1,24,8
51099,150807,1,1,0
51100,150809,1,27,10
51101,150812,3,342,26
51102,150815,1,1,0
51103,150817,1,8,4
51104,150820,2,24,1
51105,150821,1,2,0
51106,150822,1,75,13
51107,150823,1,1,0
51108,150824,1,20,6
51109,150829,2,64,33
51110,150832,1,3,1
51111,150833,1,235,9
51112,150834,1,4,1
51113,150837,1,28,10
51114,150842,1,3,1
51115,150844,1,2,1
51116,150846,1,261,11
51117,150847,3,106,36
51118,150849,2,68,10
51119,150854,3,199,5
51120,150855,2,0,3
51121,150856,1,2,3
51122,150859,3,72,2
51123,150861,1,6,1
51124,150867,2,213,12
51125,150869,4,387,33
51126,150870,1,1,1
51127,150872,1,1,1
51128,150875,7,1012,42
51129,150879,1,95,13
51130,150880,1,140,1
51131,150883,1,58,21
51132,150885,1,7,6
51133,150886,1,59,19
51134,150889,1,16,15
51135,150890,1,35,12
51136,150895,3,177,30
51137,150897,1,38,5
51138,150898,3,140,11
51139,150899,1,78,2
51140,150903,1,1,1
51141,150906,1,18,2
51142,150912,2,81,3
51143,150913,1,2,0
51144,150915,1,37,3
51145,150916,5,328,20
51146,150918,1,4,2
51147,150919,1,539,62
51148,150926,1,12,8
51149,150927,1,6,1
51150,150928,2,1,8
51151,150931,2,24,7
51152,150936,1,55,2
51153,150937,1,83,17
51154,150939,1,4,4
51155,150945,1,25,1
51156,150946,1,10,3
51157,150947,1,5,5
51158,150949,1,2,3
51159,150950,1,266,9
51160,150952,2,25,20
51161,150954,1,105,12
51162,150955,8,258,27
51163,150956,2,286,5
51164,150957,1,79,18
51165,150959,1,27,1
51166,150960,1,7,2
51167,150963,1,79,15
51168,150966,1,210,27
51169,150968,1,10,1
51170,150972,1,2,1
51171,150973,3,67,15
51172,150975,1,12,3
51173,150977,1,65,0
51174,150978,4,90,8
51175,150979,3,118,11
51176,150980,1,38,0
51177,150981,1,40,4
51178,150982,1,3,1
51179,150983,1,9,1
51180,150985,1,12,0
51181,150987,1,0,1
51182,150989,2,44,11
51183,150990,1,30,1
51184,150993,1,1,1
51185,150998,2,113,4
51186,151002,1,9,3
51187,151010,1,1,1
51188,151012,1,0,13
51189,151016,1,31,1
51190,151017,2,27,12
51191,151018,1,33,3
51192,151021,3,17,15
51193,151022,1,1,1
51194,151024,1,1,1
51195,151026,1,1,1
51196,151027,1,7,4
51197,151028,1,60,8
51198,151032,1,259,5
51199,151033,1,1,1
51200,151038,1,2,1
51201,151042,1,10,2
51202,151043,2,52,2
51203,151044,9,78,45
51204,151047,1,4,1
51205,151049,1,1,1
51206,151050,1,60,12
51207,151057,1,1,1
51208,151058,1,102,7
51209,151060,1,36,7
51210,151061,2,38,3
51211,151062,2,199,45
51212,151065,2,3,2
51213,151066,5,16,1
51214,151067,2,196,16
51215,151068,1,14,5
51216,151069,2,118,2
51217,151074,2,68,1
51218,151075,2,21,8
51219,151077,1,4,1
51220,151083,1,1,1
51221,151084,1,3,2
51222,151088,2,92,0
51223,151092,1,24,1
51224,151093,1,7,4
51225,151094,1,13,4
51226,151098,1,16,4
51227,151099,1,8,1
51228,151100,1,18,4
51229,151101,1,11,0
51230,151105,1,1,1
51231,151106,7,20,7
51232,151112,2,175,43
51233,151113,1,71,15
51234,151116,1,7,0
51235,151123,1,40,1
51236,151125,1,1,3
51237,151126,1,26,3
51238,151127,11,3141,127
51239,151129,1,27,7
51240,151131,1,38,11
51241,151132,1,16,16
51242,151134,1,40,1
51243,151136,1,6,1
51244,151139,2,48,1
51245,151142,4,149,6
51246,151145,2,111,15
51247,151147,1,71,13
51248,151149,5,51,7
51249,151151,1,3,1
51250,151152,1,19,6
51251,151153,1,1,1
51252,151155,3,208,7
51253,151158,2,17,6
51254,151160,10,417,114
51255,151162,1,655,1
51256,151169,1,39,0
51257,151172,1,80,3
51258,151175,10,782,234
51259,151183,5,401,179
51260,151187,1,19,1
51261,151191,2,36,10
51262,151193,11,38,58
51263,151194,1,7,6
51264,151195,2,3,5
51265,151198,4,70,20
51266,151199,1,1,1
51267,151204,8,1904,20
51268,151206,3,4,6
51269,151208,1,1,1
51270,151209,2,36,11
51271,151214,3,89,3
51272,151215,1,1,1
51273,151218,2,48,1
51274,151221,1,89,1
51275,151222,1,89,13
51276,151224,1,14,1
51277,151232,3,187,5
51278,151233,1,13,3
51279,151236,1,26,1
51280,151237,2,374,56
51281,151241,1,52,13
51282,151243,3,945,94
51283,151246,1,2,1
51284,151247,3,2,5
51285,151248,1,51,4
51286,151249,1,1023,95
51287,151250,3,214,62
51288,151251,1,25,1
51289,151253,2,146,3
51290,151254,5,2831,49
51291,151255,1,132,21
51292,151262,2,14,7
51293,151263,2,305,4
51294,151264,4,653,28
51295,151265,1,28,12
51296,151267,1,79,15
51297,151269,2,89,14
51298,151274,1,452,124
51299,151276,1,1,1
51300,151278,1,41,11
51301,151279,1,52,4
51302,151281,3,33,7
51303,151287,1,1,1
51304,151290,1,39,2
51305,151295,1,632,100
51306,151300,1,139,4
51307,151302,1,11,1
51308,151303,1,1,1
51309,151307,2,3,2
51310,151308,6,72,23
51311,151311,4,45,45
51312,151313,1,3,3
51313,151319,3,93,20
51314,151321,1,24,1
51315,151324,8,32,2
51316,151325,1,1,1
51317,151326,1,59,18
51318,151329,1,5,1
51319,151333,1,29,2
51320,151334,2,98,25
51321,151335,1,1,1
51322,151336,1,9,1
51323,151341,1,179,31
51324,151342,1,28,1
51325,151345,1,7,2
51326,151346,1,15,1
51327,151347,1,35,3
51328,151350,1,5,1
51329,151353,4,306,9
51330,151354,1,215,21
51331,151355,5,288,39
51332,151357,1,54,0
51333,151359,1,79,1
51334,151361,1,14,5
51335,151365,1,1,1
51336,151370,1,23,3
51337,151372,1,11,3
51338,151379,1,20,7
51339,151381,1,13,4
51340,151382,1,27,2
51341,151387,1,5,1
51342,151389,1,0,2
51343,152004,1,178,19
51344,152006,1,4,3
51345,152007,1,0,0
51346,152008,1,3,0
51347,152009,5,32,39
51348,152011,1,163,13
51349,152012,4,182,63
51350,152015,1,5,3
51351,152016,2,86,40
51352,152017,1,2,0
51353,152018,1,0,0
51354,152024,1,87,30
51355,152026,2,3,0
51356,152029,1,2,0
51357,152030,1,2,0
51358,152031,1,26,18
51359,152032,4,279,48
51360,152037,2,0,0
51361,152038,1,0,0
51362,152042,1,1,2
51363,152043,1,26,12
51364,152044,1,0,0
51365,152051,1,0,0
51366,152052,2,7,9
51367,152058,1,2,0
51368,152059,2,5,2
51369,152060,1,16,2
51370,152061,3,0,0
51371,152062,2,65,44
51372,152064,1,6,3
51373,152066,1,4,3
51374,152067,1,16,9
51375,152070,5,310,44
51376,152071,1,6,3
51377,152076,1,1,0
51378,152077,1,0,0
51379,152082,1,0,0
51380,152083,1,258,46
51381,152085,1,986,141
51382,152087,1,2,0
51383,152091,1,13,20
51384,152092,4,170,42
51385,152095,2,383,82
51386,152097,2,90,31
51387,152098,2,7,3
51388,152100,1,2,0
51389,152101,1,0,0
51390,152102,1,0,0
51391,152107,1,3,0
51392,152109,1,4,0
51393,152110,1,6,7
51394,152112,1,6,6
51395,152115,2,331,71
51396,152120,1,4,0
51397,152124,1,8,3
51398,152129,1,95,39
51399,152132,1,6,0
51400,152137,1,0,0
51401,152143,1,3,6
51402,152144,1,2,0
51403,152147,1,31,24
51404,152151,1,11,3
51405,152154,1,0,0
51406,152158,2,0,0
51407,152162,1,4,3
51408,152163,2,1148,180
51409,152164,1,0,0
51410,152165,2,6,9
51411,152167,2,17,27
51412,152168,5,0,0
51413,152170,3,11,11
51414,152174,1,40,8
51415,152176,1,2,0
51416,152177,1,2,0
51417,152178,1,20,20
51418,152179,1,41,30
51419,152180,1,222,31
51420,152186,1,0,3
51421,152187,3,256,58
51422,152189,1,15,7
51423,152190,1,0,0
51424,152194,1,2,0
51425,152198,1,90,21
51426,152199,2,0,0
51427,152201,1,24,23
51428,152205,1,2,0
51429,152207,1,17,5
51430,152211,1,238,71
51431,152218,8,39,15
51432,152219,1,9,6
51433,152225,1,0,0
51434,152227,1,0,0
51435,152228,1,24,24
51436,152229,1,77,34
51437,152231,4,2,6
51438,152235,5,1181,130
51439,152239,2,2,3
51440,152244,1,6,3
51441,152245,5,752,87
51442,152246,1,6,17
51443,152247,1,2,0
51444,152251,1,6,13
51445,152253,2,217,78
51446,152255,1,4,0
51447,152256,1,2,10
51448,152257,1,19,12
51449,152261,2,0,0
51450,152265,1,0,0
51451,152268,2,8,3
51452,152269,1,3,0
51453,152270,1,40,33
51454,152273,1,193,23
51455,152275,1,6,0
51456,152276,1,2,0
51457,152278,1,71,27
51458,152284,3,4,11
51459,152285,1,1,0
51460,152288,1,10,11
51461,152290,1,2,0
51462,152293,1,3,0
51463,152295,1,2,0
51464,152296,2,4,0
51465,152298,7,1192,106
51466,152299,1,0,0
51467,152300,1,6,0
51468,152301,1,0,0
51469,152303,2,108,10
51470,152305,1,4,49
51471,152306,1,0,0
51472,152307,1,0,0
51473,152308,4,0,0
51474,152310,3,21,20
51475,152311,1,31,12
51476,152312,1,0,0
51477,152313,1,56,3
51478,152314,1,0,0
51479,152315,1,0,0
51480,152321,1,1,0
51481,152324,1,0,0
51482,152328,2,22,6
51483,152331,1,162,40
51484,152332,7,4914,229
51485,152335,1,0,0
51486,152336,1,0,0
