,id,course_id,course_type,category,start_date,end_date,duration,start_tsp,end_tsp
4524,9479,course-v1:TsinghuaX+00690342X_p2+sp,1,philosophy,2017-01-01,2017-08-21,232,1483228800,1503273600
4525,11519,course-v1:TsinghuaX+80000901X_2+sp,1,history,2017-06-01,2018-01-19,232,1496275200,1516320000
4536,11688,course-v1:HITx+13SC03100710_1x+sp,1,computer,2017-06-01,2018-01-19,232,1496275200,1516320000
4546,10253,course-v1:HHX+75099102+SP,1,literature,2017-03-30,2017-11-17,232,1490832000,1510876800
4565,8629,course-v1:TsinghuaX+00690342X_p1+sp,1,philosophy,2016-12-01,2017-07-21,232,1480550400,1500595200
4566,11541,course-v1:TsinghuaX+80000901X_1+sp,1,history,2017-06-01,2018-01-19,232,1496275200,1516320000
4569,5006,course-v1:TsinghuaX+60510102X+sp,1,business,2015-10-08,2016-05-27,232,1444262400,1464307200
4577,9519,course-v1:WUT+1022817X+sp,1,computer,2017-02-13,2017-10-03,232,1486944000,1506988800
4584,2696,course-v1:YunTech+YunTech001+sp,1,art,2015-05-29,2016-01-16,232,1432857600,1452902400
4589,1939,course-v1:TsinghuaX+60240013_tv+2015_T1,1,math,2015-09-17,2016-05-06,232,1442448000,1462492800
4593,7216,course-v1:TsinghuaX+20120143X+sp,1,art,2016-08-01,2017-03-21,232,1470009600,1490054400
4598,1814,course-v1:SDUx+131000110_tv+2015_T1,1,computer,2015-03-31,2015-11-18,232,1427760000,1447804800
4602,10496,course-v1:TsinghuaX+80140242+sp,1,engineering,2016-11-14,2017-07-04,232,1479081600,1499126400
4614,4273,course-v1:XJTU+BIOL3028+sp,1,biology,2015-10-02,2016-05-21,232,1443744000,1463788800
4652,11269,course-v1:BLCUX+3010504602+sp,1,foreign language,2017-06-02,2018-01-20,232,1496361600,1516406400
4690,1776,course-v1:TsinghuaX+10800032_tv+2015_T1,1,history,2015-01-01,2015-08-21,232,1420070400,1440115200
4703,11655,course-v1:TsinghuaX+40260092X+sp,1,chemistry,2017-06-01,2018-01-19,232,1496275200,1516320000
4734,8626,course-v1:TsinghuaX+60240202X_p3+sp,1,computer,2016-12-01,2017-07-21,232,1480550400,1500595200
4740,11677,course-v1:NTHU+CS12500+sp,1,computer,2017-06-01,2018-01-19,232,1496275200,1516320000
4752,11676,course-v1:TsinghuaX+20250064X+sp,1,electrical,2017-06-01,2018-01-19,232,1496275200,1516320000
4778,7177,course-v1:Stanford+Econ1+sp,1,economics,2016-08-01,2017-03-21,232,1470009600,1490054400
4781,8662,course-v1:NU+14051301_P1+sp,1,economics,2016-12-01,2017-07-21,232,1480550400,1500595200
4812,1943,course-v1:TsinghuaX+30140393X_tv+2015_T1,1,physics,2015-03-09,2015-10-27,232,1425859200,1445904000
4833,2297,course-v1:TsinghuaX+00612642X+sp,1,literature,2015-03-02,2015-10-20,232,1425254400,1445299200
4873,7148,course-v1:HIT+13SD33000721+sp,1,engineering,2016-08-01,2017-03-21,232,1470009600,1490054400
4878,7330,course-v1:CIE+JD_2016+sp,1,business,2016-08-01,2017-03-21,232,1470009600,1490054400
4880,8655,course-v1:TsinghuaX+80590952X_p3+sp,1,economics,2016-12-01,2017-07-21,232,1480550400,1500595200
4890,11686,course-v1:FUDANx+ECON1300812+sp,1,economics,2017-06-01,2018-01-19,232,1496275200,1516320000
4891,10974,course-v1:SwufeX+2017041702X+sp,1,economics,2017-05-05,2017-12-23,232,1493942400,1513987200
4892,4922,course-v1:TsinghuaX+70250023X_2015_2+sp,1,electrical,2016-08-01,2017-03-21,232,1470009600,1490054400
4898,8670,course-v1:TsinghuaX+00690863X_p1+sp,1,literature,2016-12-01,2017-07-21,232,1480550400,1500595200
4921,5019,course-v1:TsinghuaX+MOOC102+sp,1,education,2016-08-01,2017-03-21,232,1470009600,1490054400
4924,11584,course-v1:TsinghuaX+10691113X+sp,1,philosophy,2017-06-01,2018-01-19,232,1496275200,1516320000
4942,8648,course-v1:TsinghuaX+00690242X_p2+sp,1,literature,2016-12-01,2017-07-21,232,1480550400,1500595200
4948,11604,course-v1:TsinghuaX+00670122X+sp,1,art,2017-06-01,2018-01-19,232,1496275200,1516320000
4983,7236,course-v1:RiceX+AdvBIO_4x+sp,1,biology,2016-10-26,2017-06-15,232,1477440000,1497484800
4999,8634,course-v1:TsinghuaX+90640012X_p1+sp,1,foreign language,2016-12-01,2017-07-21,232,1480550400,1500595200
5026,4926,course-v1:TsinghuaX+30130274X+sp,1,engineering,2015-09-14,2016-05-03,232,1442188800,1462233600
5038,7260,course-v1:SDUx+131000110+sp,1,computer,2016-08-01,2017-03-21,232,1470009600,1490054400
5048,11731,course-v1:NCTU+wym+sp,1,philosophy,2017-06-01,2018-01-19,232,1496275200,1516320000
5053,9253,course-v1:TsinghuaX+00612643X_p4+sp,1,history,2017-01-12,2017-09-01,232,1484179200,1504224000
5057,5023,course-v1:TsinghuaX+20440333_2015X+sp,1,chemistry,2015-09-15,2016-05-04,232,1442275200,1462320000
5060,1780,course-v1:TsinghuaX+10610193X_tv+2015_T1,1,history,2015-04-13,2015-12-01,232,1428883200,1448928000
5087,9252,course-v1:TsinghuaX+00612643X_p3+sp,1,history,2017-01-13,2017-09-02,232,1484265600,1504310400
5109,9347,course-v1:TsinghuaX+80000901X_p2+sp,1,history,2017-01-01,2017-08-21,232,1483228800,1503273600
5122,9251,course-v1:TsinghuaX+00612643X_p2+sp,1,history,2017-01-12,2017-09-01,232,1484179200,1504224000
5131,1624,course-v1:McGillX+ATOC185x+2015_T1,1,environment,2017-02-15,2017-10-05,232,1487116800,1507161600
5146,5878,course-v1:AdelaideX+Wine101x+sp,1,medicine,2016-10-29,2017-06-18,232,1477699200,1497744000
5152,12113,course-v1:TsinghuaX+80000271X+sp,1,social science,2017-06-01,2018-01-19,232,1496275200,1516320000
5157,9250,course-v1:TsinghuaX+00612643X_p1+sp,1,history,2017-01-12,2017-09-01,232,1484179200,1504224000
5158,7232,course-v1:TsinghuaX+40040152X+sp,1,engineering,2016-08-01,2017-03-21,232,1470009600,1490054400
5166,7211,course-v1:UQx+BIOIMG101x+sp,1,biology,2016-11-19,2017-07-09,232,1479513600,1499558400
5175,10966,course-v1:SWUFEX+2017041701X+sp,1,economics,2017-05-03,2017-12-21,232,1493769600,1513814400
5178,9259,course-v1:TsinghuaX+40670453X_p3+sp,1,education,2017-01-22,2017-09-11,232,1485043200,1505088000
5206,1816,course-v1:SCU+00011142_tv+2015_T1,1,literature,2015-04-16,2015-12-04,232,1429142400,1449187200
5218,7233,course-v1:TsinghuaX+30040323X+sp,1,engineering,2016-08-01,2017-03-21,232,1470009600,1490054400
5234,7224,course-v1:RiceX+BIOC372_1x+sp,1,biology,2017-06-01,2018-01-19,232,1496275200,1516320000
5241,7215,course-v1:UQx+TROPIC101x+sp,1,environment,2016-11-21,2017-07-11,232,1479686400,1499731200
5248,4910,course-v1:BIT+PHY17016+sp,1,physics,2015-10-26,2016-06-14,232,1445817600,1465862400
5286,8577,course-v1:ZUELX+B0800280+sp,1,economics,2016-11-28,2017-07-18,232,1480291200,1500336000
5300,5016,course-v1:TsinghuaX+80150193X+sp,1,engineering,2016-08-01,2017-03-21,232,1470009600,1490054400
5302,11694,course-v1:FudanX+ECON13000701+sp,1,foreign language,2017-06-01,2018-01-19,232,1496275200,1516320000
5304,4927,course-v1:TsinghuaX+30150153X+sp,1,engineering,2016-08-01,2017-03-21,232,1470009600,1490054400
5310,7234,course-v1:RiceX+AdvBIO_3x+sp,1,biology,2016-10-26,2017-06-15,232,1477440000,1497484800
5334,4959,course-v1:TsinghuaX+0350161X_2015_T2+sp,1,engineering,2016-08-01,2017-03-21,232,1470009600,1490054400
5340,12118,course-v1:ZJFF+000516+sp,1,economics,2017-06-29,2018-02-16,232,1498694400,1518739200
5343,7212,course-v1:CAU+08110140_2x+sp,1,computer,2016-08-01,2017-03-21,232,1470009600,1490054400
5352,8587,course-v1:TsinghuaX+00670122X_p2+sp,1,art,2016-11-30,2017-07-20,232,1480464000,1500508800
5359,7164,course-v1:HIT+13SD25000700+sp,1,chemistry,2016-08-01,2017-03-21,232,1470009600,1490054400
5372,9552,course-v1:ECNUx+2016001_p2+sp,1,art,2017-01-20,2017-09-09,232,1484870400,1504915200
5383,4917,course-v1:HIT+13SD08000500+sp,1,engineering,2016-08-01,2017-03-21,232,1470009600,1490054400
5415,256,DavidsonX/001x/2014_T2,1,chemistry,2017-03-01,2017-10-19,232,1488326400,1508371200
5425,12121,course-v1:JNUX+jnu105590ma18X+sp,1,philosophy,2017-06-01,2018-01-19,232,1496275200,1516320000
5456,4260,course-v1:TsinghuaX+THU00001X+sp,1,business,2015-09-09,2016-04-28,232,1441756800,1461801600
5475,4523,course-v1:TsinghuaX+40050444X+sp,1,engineering,2016-08-01,2017-03-21,232,1470009600,1490054400
5511,4958,course-v1:TsinghuaX+20330334X_2015_2+sp,1,physics,2016-08-01,2017-03-21,232,1470009600,1490054400
5540,11543,course-v1:TsinghuaX+80611322X+sp,1,philosophy,2017-06-01,2018-01-19,232,1496275200,1516320000
5578,1786,course-v1:CAU+08110140_tv+2015_T1,1,computer,2015-03-09,2015-10-27,232,1425859200,1445904000
5579,11613,course-v1:MIL+MIL2016001+sp,1,history,2017-06-01,2018-01-19,232,1496275200,1516320000
5591,2702,course-v1:UC_BerkeleyX+ColWri2_3x+sp,1,foreign language,2015-07-15,2016-03-03,232,1436918400,1456963200
5597,11286,course-v1:FudanX+SOSC120007+sp,1,economics,2017-06-01,2018-01-19,232,1496275200,1516320000
5599,4960,course-v1:TsinghuaX+10421102x_2015_T2+sp,1,math,2015-09-16,2016-05-05,232,1442361600,1462406400
5625,4925,course-v1:TsinghuaX+20220053X_2015_T2+sp,1,engineering,2016-08-01,2017-03-21,232,1470009600,1490054400
5642,8624,course-v1:TsinghuaX+60240202X_p1+sp,1,computer,2016-12-01,2017-07-21,232,1480550400,1500595200
5657,7231,course-v1:RiceX+AdvBIO_2x+sp,1,biology,2016-10-26,2017-06-15,232,1477440000,1497484800
5659,4263,course-v1:UST+UST001+sp,1,computer,2016-10-10,2017-05-30,232,1476057600,1496102400
5661,10152,course-v1:HUBU+2017022703X+sp,1,foreign language,2017-06-10,2018-01-28,232,1497052800,1517097600
5674,1799,course-v1:TsinghuaX+00510888X_tv+2015_T1,1,business,2015-03-16,2015-11-03,232,1426464000,1446508800
5694,9563,course-v1:TsinghuaX+00680142X_p3+sp,1,philosophy,2017-01-20,2017-09-09,232,1484870400,1504915200
5718,9692,course-v1:CHD+24123150+2017_T1,1,computer,2017-01-25,2017-09-14,232,1485302400,1505347200
5768,1944,course-v1:TsinghuaX+30040323X_tv+2015_T1,1,engineering,2015-03-02,2015-10-20,232,1425254400,1445299200
5779,1807,course-v1:TsinghuaX+00740113X_tv+2015_T1,1,computer,2015-04-02,2015-11-20,232,1427932800,1447977600
5830,11711,course-v1:ZUEL+B0680090+sp,1,economics,2017-06-01,2018-01-19,232,1496275200,1516320000
5852,11578,course-v1:SEU+00690803+Sp,1,literature,2017-06-01,2018-01-19,232,1496275200,1516320000
5876,1784,course-v1:TsinghuaX+THU00022X_tv+2015_T1,1,economics,2015-05-11,2015-12-29,232,1431302400,1451347200
5909,4953,course-v1:TsinghuaX+10421084X_2015_2+sp,1,math,2015-09-14,2016-05-03,232,1442188800,1462233600
5913,9631,course-v1:nix+a003+2017_T1,1,electrical,2016-12-21,2017-08-10,232,1482278400,1502323200
5919,4907,course-v1:BIT+PHY1701601+sp,1,physics,2015-09-28,2016-05-17,232,1443398400,1463443200
5925,4513,course-v1:TsinghuaX+00690342X+sp,1,philosophy,2017-06-01,2018-01-19,232,1496275200,1516320000
5931,7219,course-v1:RiceX+AdvENVSCI_1x+sp,1,environment,2016-11-05,2017-06-25,232,1478304000,1498348800
5938,11670,course-v1:ECNUx+2016001+sp,1,art,2017-06-01,2018-01-19,232,1496275200,1516320000
6006,7214,course-v1:CIE+CIE2016005+sp,1,business,2016-08-01,2017-03-21,232,1470009600,1490054400
6022,4266,course-v1:TsinghuaX+00680082X+sp,1,philosophy,2017-01-20,2017-09-09,232,1484870400,1504915200
6031,8628,course-v1:TsinghuaX+30640014X-p2+sp,1,foreign language,2016-12-01,2017-07-21,232,1480550400,1500595200
6056,11614,course-v1:TsinghuaX+30805743+sp,1,art,2017-06-01,2018-01-19,232,1496275200,1516320000
6062,9493,course-v1:NUDT+082501502+2017_T1,1,engineering,2017-05-24,2018-01-11,232,1495584000,1515628800
6063,4514,course-v1:TsinghuaX+20350033X+sp,1,engineering,2016-08-01,2017-03-21,232,1470009600,1490054400
6065,8668,course-v1:FUDANx+SOSC120007_P1+sp,1,economics,2016-12-01,2017-07-21,232,1480550400,1500595200
6075,7255,course-v1:SCU+00011142+sp,1,literature,2016-08-01,2017-03-21,232,1470009600,1490054400
6080,8350,course-v1:JXUST+JXUST2016001+2016_T2,1,computer,2017-05-10,2017-12-28,232,1494374400,1514419200
6085,10251,course-v1:TJU+TJU2016001+sp,1,economics,2016-10-09,2017-05-29,232,1475971200,1496016000
6093,11582,course-v1:TsinghuaX+400182X+sp,1,biology,2017-06-01,2018-01-19,232,1496275200,1516320000
6129,7154,course-v1:HIT+13SD33000721+sp2,1,engineering,2016-08-01,2017-03-21,232,1470009600,1490054400
6137,10608,course-v1:SCUTx+IF+sp,1,economics,2017-03-01,2017-10-19,232,1488326400,1508371200
6164,11603,course-v1:TsinghuaX+20220332X+sp,1,foreign language,2017-06-01,2018-01-19,232,1496275200,1516320000
6177,7274,course-v1:CIE+CIE2016005_+sp,1,business,2016-09-15,2017-05-05,232,1473897600,1493942400
6189,7161,course-v1:HIT+GO94500200+sp,1,math,2016-08-01,2017-03-21,232,1470009600,1490054400
6192,10810,course-v1:TsinghuaX+Pr20170406-SC_p2+sp,1,electrical,2017-06-13,2018-01-31,232,1497312000,1517356800
6216,9551,course-v1:ECNUx+2016001_p1+sp,1,art,2017-01-20,2017-09-09,232,1484870400,1504915200
6218,1770,course-v1:TsinghuaX+70150023X_tv+2015_T1,1,engineering,2015-03-02,2015-10-20,232,1425254400,1445299200
6231,10809,course-v1:TsinghuaX+Pr20170406-SC_p1+sp,1,electrical,2017-05-01,2017-12-19,232,1493596800,1513641600
6286,10969,course-v1:CQUX+MATH20041X+sp,1,math,2017-05-01,2017-12-19,232,1493596800,1513641600
6292,7237,course-v1:RiceX+AdvBIO_5x+sp,1,biology,2016-10-26,2017-06-15,232,1477440000,1497484800
6310,9314,course-v1:JNUX+07009156X_p1+sp,1,medicine,2017-01-13,2017-09-02,232,1484265600,1504310400
6356,9564,course-v1:TsinghuaX+00680142X_p6+sp,1,philosophy,2017-01-23,2017-09-12,232,1485129600,1505174400
6359,7247,course-v1:Tsinghua+20150001+sp,1,social science,2016-08-01,2017-03-21,232,1470009600,1490054400
6365,5916,course-v1:NTHU+MOOC_00_005+sp,1,business,2016-08-01,2017-03-21,232,1470009600,1490054400
6369,4929,course-v1:TsinghuaX+10421145X_2015_2+sp,1,math,2015-09-14,2016-05-03,232,1442188800,1462233600
6372,5081,course-v1:TsinghuaX+20220214X+sp,1,engineering,2015-09-07,2016-04-26,232,1441584000,1461628800
6380,7241,course-v1:RiceX+AdvENVSCI_2x+sp,1,environment,2016-11-05,2017-06-25,232,1478304000,1498348800
6389,9329,course-v1:SCU+00011142_p2+sp,1,education,2016-08-01,2017-03-21,232,1470009600,1490054400
6408,8333,course-v1:TsinghuaX+60610231+2016_T2_SP,1,philosophy,2016-08-25,2017-04-14,232,1472083200,1492128000
272,70,TsinghuaX/20220332_2X/_,0,engineering,2015-01-01,2015-08-21,232,1420070400,1440115200
309,68,TsinghuaX/20220332_1X/_,0,engineering,2015-01-01,2015-08-21,232,1420070400,1440115200
476,64,MITx/6_002x/_Circuits_and_Electronics_,0,electrical,2015-01-01,2015-08-21,232,1420070400,1440115200
990,73,TsinghuaX/00690242_2X/_,0,literature,2015-01-01,2015-08-21,232,1420070400,1440115200
1082,75,TsinghuaX/70250023X/_,0,electrical,2015-01-01,2015-08-21,232,1420070400,1440115200
1128,72,TsinghuaX/30240184_2X/_,0,computer,2015-01-01,2015-08-21,232,1420070400,1440115200
1218,504,RiceX/Phys102x/_,0,physics,2015-01-01,2015-08-21,232,1420070400,1440115200
1311,225,UC_BerkeleyX/ColWri2_1x/2014_T2,0,foreign language,2015-01-01,2015-08-21,232,1420070400,1440115200
1334,111,UC_BerkeleyX/CS_184_1x/_,0,computer,2015-01-01,2015-08-21,232,1420070400,1440115200
1402,80,TsinghuaX/80512073_2014_1X/_2014_,0,economics,2015-01-01,2015-08-21,232,1420070400,1440115200
1489,74,TsinghuaX/60240013X/_,0,math,2015-01-01,2015-08-21,232,1420070400,1440115200
1739,67,TsinghuaX/80512073X/_,0,economics,2015-01-01,2015-08-21,232,1420070400,1440115200
1751,84,TsinghuaX/30700313X/_,0,social science,2015-01-01,2015-08-21,232,1420070400,1440115200
1811,66,TsinghuaX/00690242_1X/_,0,literature,2015-01-01,2015-08-21,232,1420070400,1440115200
1917,78,TsinghuaX/20440333X/_,0,chemistry,2015-01-01,2015-08-21,232,1420070400,1440115200
2007,153,Stanford/WomensHealth/2014_T1,0,social science,2015-01-01,2015-08-21,232,1420070400,1440115200
2268,76,TsinghuaX/10430484X/_1_,0,physics,2015-01-01,2015-08-21,232,1420070400,1440115200
2316,71,TsinghuaX/80000901_2X/_,0,history,2015-01-01,2015-08-21,232,1420070400,1440115200
2351,62,TsinghuaX/80000901_1X/_,0,history,2015-01-01,2015-08-21,232,1420070400,1440115200
2790,65,TsinghuaX/30240184_1X/_,0,computer,2015-01-01,2015-08-21,232,1420070400,1440115200
3442,206,ZUEL/B0680090/2014_T2,0,economics,2015-01-01,2015-08-21,232,1420070400,1440115200
4608,63,TsinghuaX/MOOC101/MOOCs_,0,education,2015-01-01,2015-08-21,232,1420070400,1440115200
4906,208,NTHU/MOOC_01_004/2014_T2,0,computer,2015-01-01,2015-08-21,232,1420070400,1440115200
5336,83,BerkeleyX/CS169_1x/_,0,computer,2015-01-01,2015-08-21,232,1420070400,1440115200
5432,181,UC_BerkeleyX/CS169_1x_1/2014_T1,0,computer,2015-01-01,2015-08-21,232,1420070400,1440115200
5452,79,TsinghuaX/10421084X/_B_1_,0,math,2015-01-01,2015-08-21,232,1420070400,1440115200
5722,195,TsinghuaX/60240013_2014X/2014_T2,0,math,2015-01-01,2015-08-21,232,1420070400,1440115200
5741,69,PekingX/01718330X/_,0,computer,2015-01-01,2015-08-21,232,1420070400,1440115200
6180,82,TsinghuaX/70167012X/_,0,art,2015-01-01,2015-08-21,232,1420070400,1440115200
0,6561,course-v1:CPVS+CPVS-HDLSC001+20160901,0,education,2016-11-16,2016-12-31,45,1479254400,1483142400
1,5557,course-v1:SCUT+144282+201709,0,art,2016-09-01,2017-02-28,180,1472688000,1488240000
3,8320,course-v1:nuist+001+2016-T1,0,economics,2017-03-01,2017-07-01,122,1488326400,1498867200
4,231,FUDAN/CFD004/2014.9-2015.1,0,computer,2015-01-01,2015-09-10,252,1420070400,1441843200
5,7645,course-v1:ANUx+EBM05x+3T2017,0,environment,2015-01-01,2018-09-17,1355,1420070400,1537142400
6,9953,course-v1:ChongqingUniversity+CQUMOOCMSE21202-002+2016_T2,0,history,2017-02-19,2017-05-15,85,1487462400,1494806400
9,8833,course-v1:global_TsinghuaX+70120073X+sp,0,foreign language,2016-09-12,2017-01-16,126,1473638400,1484524800
10,3814,course-v1:CIE+CXST001+2015_T2,0,economics,2015-12-30,2016-12-30,366,1451433600,1483056000
11,9343,course-v1:JaverianaX+GEN1.0x+1T2017,0,math,2017-04-17,2017-06-04,48,1492387200,1496534400
12,8006,course-v1:TsinghuaX+TsinghuaMandarin01+2016_2017,0,computer,2016-06-01,2016-08-07,67,1464739200,1470528000
13,2159,course-v1:BIT+PHY1701702+2015_T2_,0,business,2015-03-17,2016-05-31,441,1426550400,1464652800
15,9645,course-v1:TsinghuaX+30240184.1x+1T2017,0,engineering,2017-02-21,2017-07-21,150,1487635200,1500595200
16,11935,course-v1:WageningenX+GFFCx+2T2017,0,education,2017-06-13,2018-02-01,233,1497312000,1517443200
18,11105,course-v1:HKUx+HKU06.1x+3T2017,0,art,2015-01-01,2017-10-24,1027,1420070400,1508803200
20,10488,course-v1:TsinghuaX+lzu_00460032X_1+2017_T1,0,art,2017-04-10,2017-05-21,41,1491782400,1495324800
21,5745,course-v1:365dx+145+2016_T1,0,math,2016-03-01,2016-07-01,122,1456790400,1467331200
22,11899,course-v1:Microsoft+DEV273x+2T2017,0,history,2017-06-01,2017-09-30,121,1496275200,1506729600
24,5873,course-v1:XJTUMOOC+C00204+2016_T1,0,business,2016-03-25,2016-07-31,128,1458864000,1469923200
25,680,PEC/20220214X_7/2015_T1,0,philosophy,2016-03-01,2016-07-10,131,1456790400,1468108800
26,10171,course-v1:DelftX+PV2x+3T2017,0,literature,2015-01-01,2017-11-11,1045,1420070400,1510358400
27,1623,course-v1:TsinghuaX+00720091_2014X+2014_T2,0,economics,2015-06-18,2016-06-18,366,1434585600,1466208000
28,8957,course-v1:dongguan+gaozhong10+20161223,0,literature,2016-12-24,2017-04-24,121,1482537600,1492992000
29,5763,course-v1:365dx+158+2016_T1,0,math,2016-03-01,2016-07-01,122,1456790400,1467331200
30,1682,course-v1:TsinghuaX+10610183X+2015_T1,0,foreign language,2015-10-18,2016-06-18,244,1445126400,1466208000
31,10450,course-v1:TsinghuaX+cau10610224X_08+2017_T1,0,economics,2017-03-14,2017-07-31,139,1489449600,1501459200
33,830s0,course-v1:TsinghuaX+20220214X+2016_2017,0,economics,2016-02-22,2016-06-23,122,1456099200,1466640000
34,10164,course-v1:USMx+CC605x+2T2017,0,economics,2017-05-31,2017-07-26,56,1496188800,1501027200
35,8974,course-v1:dongguan+gaozhong27+20161223,0,engineering,2016-12-25,2017-04-25,121,1482624000,1493078400
36,9304,course-v1:ynu_TsinghuaX+01030132X+2017_T1,0,economics,2017-01-09,2017-04-09,90,1483920000,1491696000
37,10627,course-v1:JLU+260310+161721,0,computer,2017-04-03,2017-09-02,152,1491177600,1504310400
39,8375,course-v1:TsinghuaX+30806872X+2016_2017,0,computer,2016-12-23,2017-04-23,121,1482451200,1492905600
40,10459,course-v1:xuetangX+ynni_20161215X+2017_T1,0,biology,2017-02-20,2017-12-31,314,1487548800,1514678400
42,8507,course-v1:UQx+Able101x+3T2016,0,business,2016-12-02,2017-12-01,364,1480636800,1512086400
43,8202,course-v1:hnit_TsinghuaX+34000888X+2016_T2,0,computer,2016-10-26,2017-01-11,77,1477440000,1484092800
44,7444,course-v1:DelftX+ScratchX+3T2016,0,economics,2016-09-06,2017-07-01,298,1473120000,1498867200
47,8697,course-v1:shandongjiaotonguniversity+wlsy01+2016_T2,0,math,2017-01-01,2017-08-01,212,1483228800,1501545600
49,7225,course-v1:TsinghuaX+KB2700194102+2016_T2,0,computer,2016-02-22,2016-06-23,122,1456099200,1466640000
50,7256,course-v1:TSINGHUA+70160613X+2016_T2,0,computer,2015-01-01,2016-01-31,395,1420070400,1454198400
51,9287,course-v1:TsinghuaX+AP201601X+sp,0,economics,2017-01-16,2017-02-28,43,1484524800,1488240000
52,3997,course-v1:bdschool+01030132X+2015_T2,0,history,2015-01-15,2016-01-15,365,1421280000,1452816000
53,5714,course-v1:swust_TsinghuaX+00691153_2015X+2016_T1,0,computer,2016-05-01,2016-06-22,52,1462060800,1466553600
54,614,PEC/20220214X/2015_T1,0,business,2015-10-26,2015-10-28,2,1445817600,1445990400
56,7401,course-v1:ycxy_CAU+08110140_1x+2016_T2,0,philosophy,2016-09-01,2016-12-01,91,1472688000,1480550400
57,10324,course-v1:EPFLx+FndBioImg2x+1T2017,0,computer,2017-03-06,2018-02-21,352,1488758400,1519171200
58,1973,course-v1:MITx+15_390x+2015__T2,0,biology,2015-07-09,2016-07-09,366,1436400000,1468022400
61,12210,course-v1:CollegeOfEducation+052001+17181,0,philosophy,2015-01-01,2018-01-22,1117,1420070400,1516579200
62,7691,course-v1:LouvainX+Louv9x+1T2017,0,philosophy,2017-02-06,2018-02-06,365,1486339200,1517875200
64,2139,course-v1:edX+BlendedX+_2015_T2_,0,literature,2015-07-15,2016-07-15,366,1436918400,1468540800
65,7829,course-v1:JLU+291405+161711,0,medicine,2016-10-14,2017-03-12,149,1476403200,1489276800
66,4728,course-v1:TsinghuaX+AP000003X+2016_T0,0,medicine,2016-01-23,2016-02-20,28,1453507200,1455926400
67,8367,course-v1:tjzd_TsinghuaX+THU00013X+2016_T2,0,business,2016-11-04,2017-02-28,116,1478217600,1488240000
70,8245,course-v1:UCSanDiegoX+LTM1x+3T2016,0,computer,2016-11-01,2017-11-01,365,1477958400,1509494400
71,7978,course-v1:hebut+2016_Tu4+2016_T1,0,business,2016-09-01,2017-01-10,131,1472688000,1484006400
72,10107,course-v1:RWTHx+MTI003x+3T2017,0,philosophy,2015-01-01,2017-10-25,1028,1420070400,1508889600
73,3554,course-v1:365DX+131000110+2015_T2,0,math,2015-10-01,2016-01-16,107,1443657600,1452902400
75,10975,course-v1:SDJTU+240113A+2016_T2,0,computer,2017-03-01,2017-07-01,122,1488326400,1498867200
77,3408,course-v1:myvtc+01030132X+2015_T2,0,engineering,2015-09-01,2015-12-01,91,1441065600,1448928000
78,3797,course-v1:CIE+SHC001+2015_T2,0,art,2015-09-07,2016-12-30,480,1441584000,1483056000
80,777,ThtfSEM/THTF_2_01/2015_04,0,math,2015-04-13,2015-05-14,31,1428883200,1431561600
81,8209,course-v1:Microsoft+CLD216x+3T2016,0,social science,2016-10-03,2016-12-31,89,1475452800,1483142400
83,7433,course-v1:XJTUMOOC+MACH2408+2016_T2,0,foreign language,2016-09-05,2017-01-13,130,1473033600,1484265600
84,12313,course-v1:CPVS+CPVS-homework_shuziyingxiang+20170712,0,education,2017-07-12,2017-08-31,50,1499817600,1504137600
85,10677,course-v1:Microsoft+DAT101x+2T2017,0,education,2017-04-01,2017-06-30,90,1491004800,1498780800
87,11891,course-v1:TsinghuaX+AP000001X+2017_ST,0,computer,2017-06-05,2017-07-25,50,1496620800,1500940800
89,10184,course-v1:xuetangX+20170227X+2017_T1,0,computer,2017-02-20,2017-12-31,314,1487548800,1514678400
90,10358,course-v1:CAU+cfxy08110140_1x+2017_T1,0,art,2017-03-08,2018-04-08,396,1488931200,1523145600
91,7974,course-v1:TsinghuaX+AP000004X+2016_2017,0,computer,2016-04-08,2016-07-01,84,1460073600,1467331200
92,9510,course-v1:RITx+CYBER525x+3T2017,0,engineering,2015-01-01,2018-01-23,1118,1420070400,1516665600
93,1384,course-v1:TsinghuaX+01030132X+2015_T1,0,biology,2015-07-15,2016-07-15,366,1436918400,1468540800
94,10298,course-v1:TsinghuaX+yunnan00691153X+2017_T1,0,medicine,2017-03-06,2017-06-06,92,1488758400,1496707200
95,7186,course-v1:guangxi_TsinghuaX+10421075X+2016_T2,0,economics,2016-08-25,2016-11-25,92,1472083200,1480032000
97,8531,course-v1:UC3Mx+HGA.2.1x+1T2017,0,electrical,2017-02-14,2017-04-11,56,1487030400,1491868800
100,11266,course-v1:IMFx+FPP.1x+2T2017,0,literature,2017-05-10,2017-06-21,42,1494374400,1498003200
101,2756,course-v1:TsinghuaX+80512073_tv+2015_T2_MZ,0,business,2015-08-10,2016-08-10,366,1439164800,1470787200
102,10308,course-v1:UPValenciaX+IQ101.2x+1T2017,0,economics,2017-04-25,2018-04-25,365,1493078400,1524614400
103,6818,course-v1:zhongrongxin+jbqy003+2016_7,0,history,2016-07-22,2017-04-30,282,1469145600,1493510400
105,5642,course-v1:ENG+ENG001+2016_T1,0,history,2016-03-01,2016-07-31,152,1456790400,1469923200
